ev:        3839  track:           0 phi: 3374, theta:  43
ev:        3849  track:           0 phi: 1044, theta:  22
ev:        3859  track:           0 phi: 1932, theta:  47
ev:        3869  track:           0 phi: 2916, theta:  81
ev:        3879  track:           0 phi: 3204, theta:  35
ev:        3889  track:           0 phi: 4068, theta:  24
ev:        3899  track:           0 phi: 1188, theta:  93
ev:        3909  track:           0 phi: 4700, theta:   8
ev:        3919  track:           0 phi: 3804, theta:  50
ev:        3929  track:           0 phi: 4620, theta:  29
ev:        3939  track:           0 phi: 1690, theta:  42
ev:        3949  track:           0 phi: 2124, theta:  10
ev:        3959  track:           0 phi: 1516, theta:  29
ev:        3969  track:           0 phi: 1164, theta:  12
ev:        3979  track:           0 phi: 4455, theta:  10
ev:        3989  track:           0 phi: 2612, theta:   5
ev:        3999  track:           0 phi: 4328, theta:  76
ev:        4009  track:           0 phi: 4478, theta:  20
ev:        4019  track:           0 phi: 2172, theta:  17
ev:        4029  track:           0 phi: 1046, theta:  44
ev:        4039  track:           0 phi: 3344, theta: 108
ev:        4049  track:           0 phi: 3228, theta:  39
ev:        4059  track:           0 phi: 1058, theta:  44
ev:        4069  track:           0 phi: 1006, theta:  18
ev:        4079  track:           0 phi: 1316, theta:  24
ev:        4089  track:           0 phi: 3297, theta:  78
ev:        4099  track:           0 phi: 4308, theta:  68
ev:        4109  track:           0 phi: 4516, theta:  57
ev:        4139  track:           0 phi: 1468, theta:  34
ev:        4149  track:           0 phi: 3677, theta:   7
ev:        4159  track:           0 phi: 3712, theta:  64
ev:        4169  track:           0 phi: 4780, theta: 110
ev:        4179  track:           0 phi: 3956, theta:  92
ev:        4189  track:           0 phi: 1188, theta:   9
ev:        4199  track:           0 phi: 2642, theta:  21
ev:        4209  track:           0 phi: 1387, theta:  88
ev:        4219  track:           0 phi: 1792, theta:  52
ev:        4229  track:           0 phi: 3820, theta:  42
ev:        4249  track:           0 phi: 2868, theta:   8
ev:        4259  track:           0 phi: 4308, theta:  20
ev:        4269  track:           0 phi:  532, theta:  12
ev:        4279  track:           0 phi: 1260, theta: 104
ev:        4289  track:           0 phi: 2276, theta:  46
ev:        4299  track:           0 phi: 4972, theta:  30
ev:        4309  track:           0 phi: 4124, theta:  24
ev:        4319  track:           0 phi: 2692, theta:  23
ev:        4329  track:           0 phi: 2261, theta:  90
ev:        4339  track:           0 phi:  832, theta:  64
ev:        4349  track:           0 phi: 2028, theta:  31
ev:        4359  track:           0 phi: 1745, theta:  21
ev:        4369  track:           0 phi: 2760, theta: 101
ev:        4379  track:           0 phi: 3152, theta:  49
ev:        4399  track:           0 phi: 3448, theta:  50
ev:        4409  track:           0 phi: 1324, theta:  45
ev:        4419  track:           0 phi: 1492, theta:   7
ev:        4429  track:           0 phi: 2841, theta: 103
ev:        4439  track:           0 phi: 2586, theta:  32
ev:        4449  track:           0 phi:  716, theta:  28
ev:        4459  track:           0 phi:  478, theta:  18
ev:        4469  track:           0 phi: 4780, theta:  14
ev:        4479  track:           0 phi:  970, theta:  39
ev:        4489  track:           0 phi: 2044, theta:   6
ev:        4499  track:           0 phi: 3443, theta:  69
